date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:20:33	150728/150728	---M--	200	added ('OK')	text/plain	etag:%2276286d-24cc8-580a310d56b80%22	https://www.math.cuhk.edu.hk/conference/eas/templates/berlinbridges2022_fullscreen/fonts/SpecialElite-Regular.ttf	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/templates/berlinbridges2022_fullscreen/fonts/SpecialElite-Regular.ttf	(from https://www.math.cuhk.edu.hk/conference/eas/templates/berlinbridges2022_fullscreen/stylesheet.css)
10:20:33	2275/2275	---M--	200	added ('OK')	image/jpeg	etag:%22762884-8e3-5eaf6ba89ca00%22	https://www.math.cuhk.edu.hk/conference/eas/templates/berlinbridges2022_fullscreen/images/bgheader_blue.jpg	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/templates/berlinbridges2022_fullscreen/images/bgheader_blue.jpg	(from https://www.math.cuhk.edu.hk/conference/eas/templates/berlinbridges2022_fullscreen/stylesheet.css)
10:20:34	369/369	---M--	200	added ('OK')	image/jpeg	etag:%2276286f-171-5d0b7e9767380%22	https://www.math.cuhk.edu.hk/conference/eas/templates/berlinbridges2022_fullscreen/images/button.jpg	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/templates/berlinbridges2022_fullscreen/images/button.jpg	(from https://www.math.cuhk.edu.hk/conference/eas/templates/berlinbridges2022_fullscreen/stylesheet.css)
10:20:34	746/746	---M--	200	added ('OK')	image/png	etag:%22762872-2ea-5a3733d813e00%22	https://www.math.cuhk.edu.hk/conference/eas/templates/berlinbridges2022_fullscreen/images/lupe.png	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/templates/berlinbridges2022_fullscreen/images/lupe.png	(from https://www.math.cuhk.edu.hk/conference/eas/templates/berlinbridges2022_fullscreen/stylesheet.css)
10:20:34	1819/1819	---M--	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:35%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?Home&print	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/index51a6.html	(from https://www.math.cuhk.edu.hk/conference/eas/?Home)
10:20:35	10791/10791	---MC-	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:35%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?Other_Associations	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/index964a.html	(from https://www.math.cuhk.edu.hk/conference/eas/?Home)
10:20:35	236/236	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Jan%202024%2002:20:36%20GMT	http://www.ge-webdesign.de/	E:/EAS-IPIAwebsite/EAS-IPIA/www.ge-webdesign.de/index.html	(from https://www.math.cuhk.edu.hk/conference/eas/?Home)
10:20:35	233/233	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Jan%202024%2002:20:36%20GMT	http://www.cmsimple.org/	E:/EAS-IPIAwebsite/EAS-IPIA/www.cmsimple.org/index.html	(from https://www.math.cuhk.edu.hk/conference/eas/?Home)
10:20:35	9755/9755	---MC-	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:35%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?&mailform	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/index8689.html	(from https://www.math.cuhk.edu.hk/conference/eas/?Home)
10:20:36	9685/9685	---MC-	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:36%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?&sitemap	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/indexb8c4.html	(from https://www.math.cuhk.edu.hk/conference/eas/?Home)
10:20:36	64/64	---M--	200	added ('OK')	image/gif	etag:%22762877-40-5d0b7e994f800%22	https://www.math.cuhk.edu.hk/conference/eas/templates/berlinbridges2022_fullscreen/images/prev.gif	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/templates/berlinbridges2022_fullscreen/images/prev.gif	(from https://www.math.cuhk.edu.hk/conference/eas/?Executive_Committee)
10:20:36	1819/1819	---M--	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:37%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?&print	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/index72ff.html	(from https://www.math.cuhk.edu.hk/conference/eas/)
10:20:36	1424/1424	---M--	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:37%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?&print&sitemap	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/index3517.html	(from https://www.math.cuhk.edu.hk/conference/eas/?sitemap)
10:20:36	9539/9539	---MC-	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:37%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?Home&login	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/index0543.html	(from https://www.math.cuhk.edu.hk/conference/eas/?Home)
10:20:36	1160/1160	---M--	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:37%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?Executive_Committee&print	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/indexa82e.html	(from https://www.math.cuhk.edu.hk/conference/eas/?Executive_Committee)
10:20:36	9569/9569	---MC-	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:37%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?Executive_Committee&login	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/index7500.html	(from https://www.math.cuhk.edu.hk/conference/eas/?Executive_Committee)
10:20:36	4924/4924	---M--	200	added ('OK')	image/png	etag:%22d82e84-133c-5f29420ad8d1b%22	https://www.math.cuhk.edu.hk/conference/eas/userfiles/images/ias.png	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/userfiles/images/ias.png	(from https://www.math.cuhk.edu.hk/conference/eas/?Inverse_Problems_Seminar)
10:20:37	219560/219560	---M--	200	added ('OK')	image/png	etag:%22d82f8f-359a8-5f2943966f2cc%22	https://www.math.cuhk.edu.hk/conference/eas/userfiles/images/math_2000.png	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/userfiles/images/math_2000.png	(from https://www.math.cuhk.edu.hk/conference/eas/?Inverse_Problems_Seminar)
10:20:37	53085/53085	---M--	200	added ('OK')	image/png	etag:%22d82f90-cf5d-5f29467e5e587%22	https://www.math.cuhk.edu.hk/conference/eas/userfiles/images/cityu_math.png	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/userfiles/images/cityu_math.png	(from https://www.math.cuhk.edu.hk/conference/eas/?Inverse_Problems_Seminar)
10:20:37	3513/3513	---M--	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:38%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?Inverse_Problems_Seminar&print	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/indexde9b.html	(from https://www.math.cuhk.edu.hk/conference/eas/?Inverse_Problems_Seminar)
10:20:37	20139/20139	---M--	200	added ('OK')	application/pdf	etag:%22d82f31-4eab-5ec4f0eaba441%22	https://www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/East%20Asia%20Section%20of%20IPIA-guidelines.pdf	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/East%20Asia%20Section%20of%20IPIA-guidelines.pdf	(from https://www.math.cuhk.edu.hk/conference/eas/?Young_Scholar_Symposium)
10:20:39	9579/9579	---MC-	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:39%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?Inverse_Problems_Seminar&login	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/index1eba.html	(from https://www.math.cuhk.edu.hk/conference/eas/?Inverse_Problems_Seminar)
10:20:39	11441/11441	---MC-	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:39%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?The_Third_Young_Scholar_Symposium	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/index4dcf.html	(from https://www.math.cuhk.edu.hk/conference/eas/?Young_Scholar_Symposium)
10:20:39	12415/12415	---MC-	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:39%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?The_Fourth_Young_Scholar_Symposium	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/indexf412.html	(from https://www.math.cuhk.edu.hk/conference/eas/?Young_Scholar_Symposium)
10:20:39	11758/11758	---MC-	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:39%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?The_Fifth_Young_Scholar_Symposium	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/index6c32.html	(from https://www.math.cuhk.edu.hk/conference/eas/?Young_Scholar_Symposium)
10:20:39	3677/3677	---M--	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:40%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?Young_Scholar_Symposium&print	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/index665d.html	(from https://www.math.cuhk.edu.hk/conference/eas/?Young_Scholar_Symposium)
10:20:39	793/793	---M--	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:40%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?Membership&print	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/index2be5.html	(from https://www.math.cuhk.edu.hk/conference/eas/?Membership)
10:20:40	977/977	---M--	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:40%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?Organizing_Committee&print	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/index4237.html	(from https://www.math.cuhk.edu.hk/conference/eas/?Organizing_Committee)
10:20:40	15487/15487	---MC-	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:40%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?The_Sixth_Young_Scholar_Symposium	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/indexccb7.html	(from https://www.math.cuhk.edu.hk/conference/eas/?Young_Scholar_Symposium)
10:20:40	9577/9577	---MC-	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:40%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?Young_Scholar_Symposium&login	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/index6c08.html	(from https://www.math.cuhk.edu.hk/conference/eas/?Young_Scholar_Symposium)
10:20:40	9551/9551	---MC-	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:40%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?Membership&login	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/indexa23b.html	(from https://www.math.cuhk.edu.hk/conference/eas/?Membership)
10:20:40	2282/2282	---M--	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:41%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?East_Asia_Junior_Scholar_Award&print	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/index346f.html	(from https://www.math.cuhk.edu.hk/conference/eas/?East_Asia_Junior_Scholar_Award)
10:20:40	9571/9571	---MC-	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:41%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?Organizing_Committee&login	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/indexab50.html	(from https://www.math.cuhk.edu.hk/conference/eas/?Organizing_Committee)
10:20:41	688/688	---M--	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:41%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?Support&print	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/indexb9b2.html	(from https://www.math.cuhk.edu.hk/conference/eas/?Support)
10:20:41	9591/9591	---MC-	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:41%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?East_Asia_Junior_Scholar_Award&login	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/indexf1f7.html	(from https://www.math.cuhk.edu.hk/conference/eas/?East_Asia_Junior_Scholar_Award)
10:20:41	2504/2504	---M--	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:42%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?Other_Associations&print	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/index6b13.html	(from https://www.math.cuhk.edu.hk/conference/eas/?Other_Associations)
10:20:42	243/243	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Jan%202024%2002:20:42%20GMT	http://www.cmsimple.org/robots.txt		(from https://www.math.cuhk.edu.hk/conference/eas/?Home)
